wt_sk,measured_at,wind_speed,power,nacelle_direction,wind_direction,rotor_speed,generator_speed,temp_environment,temp_hydraulic_oil,temp_gear_bearing,cosphi,blade_angle_avg,hydraulic_pressure,subtraction,categories_sk
10000090,2020-01-05 01:00:00.0000000 +01:00,0.5416666666666666,0.2381,281.0,276.2,0.8456375838926175,0.7098214285714286,3.0,22.0,35.0,0.95,-1.9,190.5,,
10000090,2020-01-05 01:10:00.0000000 +01:00,0.5083333333333333,0.17555,273.1,271.4,0.7919463087248323,0.6656746031746031,3.0,21.0,35.0,0.92,-1.8,190.3,,
10000090,2020-01-05 01:20:00.0000000 +01:00,0.5666666666666667,0.2763,269.7,269.1,0.8657718120805369,0.7261904761904762,3.0,21.0,35.0,0.96,-1.9,189.7,,
10000090,2020-01-05 01:30:00.0000000 +01:00,0.6666666666666666,0.46,269.7,269.4,0.953020134228188,0.8020833333333334,3.0,21.0,37.0,0.98,-2.0,190.1,,
10000090,2020-01-05 01:40:00.0000000 +01:00,0.6833333333333332,0.53875,269.7,273.1,0.9798657718120805,0.8219246031746031,3.0,21.0,39.0,0.99,-2.1,189.3,,
10000090,2020-01-05 01:50:00.0000000 +01:00,0.65,0.45775,272.4,272.0,0.9395973154362416,0.7891865079365079,3.0,21.0,41.0,0.98,-2.0,190.2,,
10000090,2020-01-05 02:00:00.0000000 +01:00,0.7000000000000001,0.5546,272.9,268.9,0.9798657718120805,0.8229166666666666,3.0,21.0,43.0,0.99,-2.1,189.3,,
10000090,2020-01-05 02:10:00.0000000 +01:00,0.7166666666666667,0.6075499999999999,272.9,271.9,0.9865771812080536,0.8253968253968254,3.0,20.0,45.0,0.99,-2.0,189.9,,
10000090,2020-01-05 02:20:00.0000000 +01:00,0.6416666666666667,0.44335,272.9,272.0,0.9328859060402684,0.7807539682539683,3.0,20.0,46.0,0.98,-1.9,190.0,,
10000090,2020-01-05 02:30:00.0000000 +01:00,0.6583333333333333,0.4641499999999999,272.9,273.9,0.9463087248322148,0.7936507936507936,3.0,20.0,47.0,0.98,-2.0,189.2,,
10000090,2020-01-05 02:40:00.0000000 +01:00,0.6583333333333333,0.4594499999999999,272.9,276.1,0.953020134228188,0.8010912698412699,3.0,20.0,47.0,0.98,-2.0,190.3,,
10000090,2020-01-05 02:50:00.0000000 +01:00,0.6416666666666667,0.4328999999999999,272.9,276.2,0.9395973154362416,0.7891865079365079,3.0,20.0,47.0,0.98,-2.0,190.9,,
10000090,2020-01-05 03:00:00.0000000 +01:00,0.6916666666666668,0.5416,276.4,280.1,0.9731543624161072,0.8159722222222222,3.0,20.0,47.0,0.99,-2.0,189.5,,
10000090,2020-01-05 03:10:00.0000000 +01:00,0.65,0.42935,279.2,281.2,0.953020134228188,0.7971230158730159,3.0,20.0,46.0,0.98,-2.0,191.0,,
10000090,2020-01-05 03:20:00.0000000 +01:00,0.6916666666666668,0.48295,279.2,283.9,0.9731543624161072,0.8169642857142857,3.0,20.0,44.0,0.98,-2.1,189.3,,
10000090,2020-01-05 03:30:00.0000000 +01:00,0.6583333333333333,0.4261,284.0,283.9,0.9664429530201344,0.8120039682539683,3.0,20.0,43.0,0.98,-2.1,189.8,,
10000090,2020-01-05 03:40:00.0000000 +01:00,0.65,0.3838,284.4,283.6,0.9597315436241612,0.8045634920634921,3.0,20.0,42.0,0.98,-2.1,189.8,,
10000090,2020-01-05 03:50:00.0000000 +01:00,0.6583333333333333,0.4235,284.4,282.3,0.9664429530201344,0.8110119047619048,2.0,19.0,41.0,0.98,-2.1,190.1,,
10000090,2020-01-05 04:00:00.0000000 +01:00,0.7083333333333334,0.50575,284.4,281.1,0.9932885906040269,0.8313492063492064,2.0,19.0,40.0,0.99,-2.2,189.6,,
10000090,2020-01-05 04:10:00.0000000 +01:00,0.6833333333333332,0.45385,284.4,282.3,0.9865771812080536,0.8278769841269841,2.0,19.0,40.0,0.98,-2.2,188.9,,
10000090,2020-01-05 04:20:00.0000000 +01:00,0.7416666666666667,0.57585,284.4,284.3,0.9932885906040269,0.8333333333333334,2.0,19.0,40.0,0.99,-2.1,191.0,,
10000090,2020-01-05 04:30:00.0000000 +01:00,0.7416666666666667,0.5665,284.4,284.8,0.9932885906040269,0.8333333333333334,2.0,19.0,40.0,0.99,-2.1,189.6,,
10000090,2020-01-05 04:40:00.0000000 +01:00,0.7166666666666667,0.50915,284.4,284.9,0.9932885906040269,0.8323412698412699,2.0,19.0,40.0,0.99,-2.2,189.0,,
10000090,2020-01-05 04:50:00.0000000 +01:00,0.7166666666666667,0.5187999999999999,284.4,282.4,0.9932885906040269,0.8333333333333334,2.0,19.0,39.0,0.99,-2.2,189.2,,
10000090,2020-01-05 05:00:00.0000000 +01:00,0.6916666666666668,0.43305,284.4,280.0,0.9932885906040269,0.8303571428571429,2.0,19.0,39.0,0.98,-2.2,189.4,,
10000090,2020-01-05 05:10:00.0000000 +01:00,0.6749999999999999,0.42135,280.1,278.4,0.9865771812080536,0.8253968253968254,2.0,18.0,39.0,0.98,-2.2,188.9,,
10000090,2020-01-05 05:20:00.0000000 +01:00,0.6833333333333332,0.44065,278.8,278.4,0.9798657718120805,0.8204365079365079,2.0,18.0,38.0,0.98,-2.2,191.0,,
10000090,2020-01-05 05:30:00.0000000 +01:00,0.7000000000000001,0.52535,278.8,280.8,0.9932885906040269,0.8293650793650794,2.0,18.0,37.0,0.99,-2.2,189.6,,
10000090,2020-01-05 05:40:00.0000000 +01:00,0.7000000000000001,0.5023,278.8,279.9,0.9932885906040269,0.8313492063492064,2.0,18.0,36.0,0.98,-2.2,189.2,,
10000090,2020-01-05 05:50:00.0000000 +01:00,0.6833333333333332,0.465,278.8,279.1,0.9865771812080536,0.8293650793650794,2.0,18.0,36.0,0.98,-2.2,189.0,,
10000090,2020-01-05 06:00:00.0000000 +01:00,0.6916666666666668,0.52175,278.8,279.8,0.9932885906040269,0.8303571428571429,2.0,18.0,35.0,0.99,-2.2,188.6,,
10000090,2020-01-05 06:10:00.0000000 +01:00,0.725,0.5801000000000001,278.8,280.2,0.9932885906040269,0.8323412698412699,2.0,18.0,35.0,0.99,-2.2,189.7,,
10000090,2020-01-05 06:20:00.0000000 +01:00,0.7666666666666666,0.6678,278.8,281.8,0.9932885906040269,0.8333333333333334,2.0,17.0,35.0,0.99,-1.9,190.0,,
10000090,2020-01-05 06:30:00.0000000 +01:00,0.775,0.7149500000000001,278.8,283.6,0.9932885906040269,0.8333333333333334,2.0,17.0,35.0,0.99,-1.9,189.9,,
10000090,2020-01-05 06:40:00.0000000 +01:00,0.7666666666666666,0.70255,280.4,284.2,0.9932885906040269,0.8333333333333334,2.0,17.0,35.0,0.99,-2.0,188.5,,
10000090,2020-01-05 06:50:00.0000000 +01:00,0.7666666666666666,0.6847000000000001,283.4,283.8,0.9932885906040269,0.8333333333333334,2.0,17.0,36.0,0.99,-2.0,189.9,,
10000090,2020-01-05 07:00:00.0000000 +01:00,0.7583333333333333,0.6485,283.4,285.1,0.9932885906040269,0.8333333333333334,2.0,17.0,36.0,0.99,-2.0,190.3,,
10000090,2020-01-05 07:10:00.0000000 +01:00,0.7416666666666667,0.603,283.4,286.2,0.9932885906040269,0.8333333333333334,2.0,17.0,36.0,0.99,-2.1,189.6,,
10000090,2020-01-05 07:20:00.0000000 +01:00,0.6583333333333333,0.43445,283.4,287.1,0.9731543624161072,0.8169642857142857,2.0,17.0,36.0,0.98,-2.1,190.3,,
10000090,2020-01-05 07:30:00.0000000 +01:00,0.6166666666666667,0.3289499999999999,283.4,288.5,0.9395973154362416,0.7872023809523809,2.0,17.0,36.0,0.97,-2.0,189.4,,
10000090,2020-01-05 07:40:00.0000000 +01:00,0.5750000000000001,0.25515,283.4,287.9,0.87248322147651,0.7336309523809523,2.0,17.0,35.0,0.96,-2.0,189.8,,
10000090,2020-01-05 07:50:00.0000000 +01:00,0.5750000000000001,0.2679499999999999,283.4,287.7,0.8859060402684563,0.7410714285714286,2.0,17.0,35.0,0.96,-2.0,189.6,,
10000090,2020-01-05 08:00:00.0000000 +01:00,0.5499999999999999,0.24625,283.4,288.3,0.8456375838926175,0.7098214285714286,2.0,17.0,35.0,0.95,-2.0,189.6,,
10000090,2020-01-05 08:10:00.0000000 +01:00,0.5750000000000001,0.2826,283.7,289.4,0.8791946308724832,0.7351190476190477,2.0,17.0,35.0,0.96,-2.0,190.8,,
10000090,2020-01-05 08:20:00.0000000 +01:00,0.5916666666666667,0.2801,287.9,284.7,0.906040268456376,0.7624007936507936,2.0,17.0,36.0,0.96,-2.0,189.0,,
10000090,2020-01-05 08:30:00.0000000 +01:00,0.5583333333333333,0.2186999999999999,284.9,281.2,0.8523489932885905,0.7162698412698413,2.0,17.0,36.0,0.95,-2.0,189.9,,
10000090,2020-01-05 08:40:00.0000000 +01:00,0.5166666666666667,0.1839,279.2,276.6,0.8053691275167785,0.6741071428571429,2.0,17.0,36.0,0.93,-1.9,189.7,,
10000090,2020-01-05 08:50:00.0000000 +01:00,0.525,0.20355,276.4,276.3,0.8120805369127516,0.6790674603174603,2.0,17.0,35.0,0.94,-2.0,190.3,,
10000090,2020-01-05 09:00:00.0000000 +01:00,0.5083333333333333,0.17645,276.4,272.9,0.785234899328859,0.6617063492063492,2.0,17.0,35.0,0.92,-2.0,190.1,,
10000090,2020-01-05 09:10:00.0000000 +01:00,0.5333333333333333,0.2025,276.4,273.2,0.8187919463087248,0.6850198412698413,2.0,17.0,35.0,0.94,-2.0,189.0,,
10000090,2020-01-05 09:20:00.0000000 +01:00,0.5083333333333333,0.1875,272.3,271.2,0.7919463087248323,0.6622023809523809,2.0,17.0,35.0,0.93,-1.9,189.9,,
10000090,2020-01-05 09:30:00.0000000 +01:00,0.5333333333333333,0.2204499999999999,270.1,274.0,0.825503355704698,0.6899801587301587,2.0,17.0,35.0,0.95,-2.0,190.0,,
10000090,2020-01-05 09:40:00.0000000 +01:00,0.5499999999999999,0.25045,270.1,274.2,0.8389261744966443,0.7058531746031746,3.0,17.0,35.0,0.96,-2.0,189.5,,
10000090,2020-01-05 09:50:00.0000000 +01:00,0.5666666666666667,0.26865,270.9,274.9,0.8590604026845637,0.7222222222222222,3.0,17.0,35.0,0.96,-2.0,190.6,,
10000090,2020-01-05 10:00:00.0000000 +01:00,0.5833333333333334,0.31415,275.3,276.5,0.8993288590604027,0.7554563492063492,3.0,17.0,36.0,0.97,-2.0,190.4,,
10000090,2020-01-05 10:10:00.0000000 +01:00,0.4916666666666667,0.181,275.3,273.5,0.785234899328859,0.6607142857142857,3.0,17.0,37.0,0.92,-1.8,190.1,,
10000090,2020-01-05 10:20:00.0000000 +01:00,0.4166666666666667,0.1070499999999999,275.3,275.7,0.697986577181208,0.5848214285714286,3.0,17.0,37.0,0.82,-1.0,191.8,,
10000090,2020-01-05 10:30:00.0000000 +01:00,0.4833333333333333,0.16235,275.4,272.8,0.7382550335570469,0.6200396825396826,3.0,17.0,37.0,0.9,-1.9,190.2,,
10000090,2020-01-05 10:40:00.0000000 +01:00,0.4583333333333333,0.14015,271.2,273.3,0.7046979865771812,0.5907738095238095,3.0,17.0,37.0,0.88,-1.9,189.9,,
10000090,2020-01-05 10:50:00.0000000 +01:00,0.4416666666666666,0.1100999999999999,270.1,274.3,0.6778523489932885,0.5714285714285714,3.0,17.0,36.0,0.81,-1.9,189.3,,
10000090,2020-01-05 11:00:00.0000000 +01:00,0.3916666666666666,0.07765,270.1,272.2,0.6308724832214765,0.5277777777777778,3.0,17.0,36.0,0.71,-1.8,189.9,,
10000090,2020-01-05 11:10:00.0000000 +01:00,0.3666666666666667,0.05895,272.6,272.8,0.6040268456375839,0.5069444444444444,4.0,17.0,35.0,0.61,-1.6,190.2,,
10000090,2020-01-05 11:20:00.0000000 +01:00,0.375,0.07155,271.1,272.3,0.610738255033557,0.5124007936507936,4.0,17.0,34.0,0.68,-1.6,190.0,,
10000090,2020-01-05 11:30:00.0000000 +01:00,0.375,0.06615,273.3,277.7,0.6174496644295301,0.5168650793650794,4.0,17.0,33.0,0.64,-1.6,190.1,,
10000090,2020-01-05 11:40:00.0000000 +01:00,0.3916666666666666,0.0765499999999999,278.3,276.3,0.6308724832214765,0.5317460317460317,4.0,17.0,32.0,0.7,-1.8,189.6,,
10000090,2020-01-05 11:50:00.0000000 +01:00,0.3333333333333333,0.03505,274.9,273.3,0.6040268456375839,0.5079365079365079,4.0,17.0,31.0,0.49,-1.1,190.0,,
10000090,2020-01-05 12:00:00.0000000 +01:00,0.3083333333333333,0.02115,273.6,272.3,0.5906040268456376,0.4970238095238095,4.0,17.0,30.0,0.34,-0.9,190.4,,
10000090,2020-01-05 12:10:00.0000000 +01:00,0.3,0.0152,267.1,265.5,0.5906040268456376,0.4955357142857143,4.0,17.0,30.0,0.3,-0.8,189.1,,
10000090,2020-01-05 12:20:00.0000000 +01:00,0.2749999999999999,0.00505,262.2,259.1,0.5906040268456376,0.4950396825396825,4.0,17.0,30.0,0.16,-0.3,190.0,,
10000090,2020-01-05 12:30:00.0000000 +01:00,0.2749999999999999,-0.0013,254.1,254.1,0.3892617449664429,0.3278769841269841,4.0,17.0,31.0,0.09,12.1,192.5,,
10000090,2020-01-05 12:40:00.0000000 +01:00,0.2666666666666666,-0.00375,254.7,252.3,0.1409395973154362,0.1225198412698412,4.0,18.0,31.0,0.83,24.0,188.8,,
10000090,2020-01-05 12:50:00.0000000 +01:00,0.3,0.0046,251.7,256.3,0.2483221476510067,0.212797619047619,4.0,18.0,31.0,0.24,18.8,189.9,,
10000090,2020-01-05 13:00:00.0000000 +01:00,0.2833333333333333,0.0106,258.6,259.1,0.5906040268456376,0.4950396825396825,4.0,18.0,31.0,0.22,-0.5,189.8,,
10000090,2020-01-05 13:10:00.0000000 +01:00,0.2916666666666667,0.0157,258.3,256.2,0.5906040268456376,0.4955357142857143,4.0,18.0,32.0,0.28,-0.6,190.3,,
10000090,2020-01-05 13:20:00.0000000 +01:00,0.2749999999999999,0.00705,254.5,254.2,0.5906040268456376,0.4950396825396825,4.0,18.0,32.0,0.19,-0.4,189.1,,
10000090,2020-01-05 13:30:00.0000000 +01:00,0.2749999999999999,0.01005,256.6,254.4,0.5906040268456376,0.4955357142857143,4.0,18.0,33.0,0.21,-0.4,190.4,,
10000090,2020-01-05 13:40:00.0000000 +01:00,0.3,0.0232,248.4,248.9,0.5906040268456376,0.4955357142857143,5.0,18.0,33.0,0.3,-0.8,189.8,,
10000090,2020-01-05 13:50:00.0000000 +01:00,0.3166666666666666,0.0331,253.4,257.6,0.5906040268456376,0.4955357142857143,5.0,18.0,34.0,0.4,-1.0,189.4,,
10000090,2020-01-05 14:00:00.0000000 +01:00,0.3,0.0158,257.2,256.9,0.5906040268456376,0.4950396825396825,5.0,18.0,34.0,0.24,-0.7,190.0,,
10000090,2020-01-05 14:10:00.0000000 +01:00,0.2833333333333333,0.0094,254.3,251.5,0.5906040268456376,0.4955357142857143,5.0,19.0,35.0,0.22,-0.6,189.8,,
10000090,2020-01-05 14:20:00.0000000 +01:00,0.2749999999999999,0.00635,249.0,247.2,0.5906040268456376,0.4955357142857143,5.0,19.0,35.0,0.19,-0.4,189.5,,
10000090,2020-01-05 14:30:00.0000000 +01:00,0.3,0.01605,244.7,239.3,0.5906040268456376,0.4955357142857143,5.0,19.0,35.0,0.27,-0.8,189.8,,
10000090,2020-01-05 14:40:00.0000000 +01:00,0.3333333333333333,0.04175,235.3,237.9,0.5906040268456376,0.4955357142857143,4.0,19.0,36.0,0.48,-1.3,189.5,,
10000090,2020-01-05 14:50:00.0000000 +01:00,0.3416666666666666,0.0351,237.3,233.8,0.5906040268456376,0.4950396825396825,5.0,19.0,36.0,0.42,-1.3,190.1,,
10000090,2020-01-05 15:00:00.0000000 +01:00,0.3416666666666666,0.0451,235.7,237.5,0.5906040268456376,0.4965277777777778,4.0,19.0,37.0,0.51,-1.4,190.2,,
10000090,2020-01-05 15:10:00.0000000 +01:00,0.3833333333333333,0.06875,233.2,227.9,0.6040268456375839,0.5089285714285714,4.0,19.0,37.0,0.67,-1.9,190.6,,
10000090,2020-01-05 15:20:00.0000000 +01:00,0.4083333333333334,0.0968499999999999,232.6,230.7,0.6308724832214765,0.529265873015873,4.0,19.0,38.0,0.79,-2.0,189.7,,
10000090,2020-01-05 15:30:00.0000000 +01:00,0.4416666666666666,0.1235,232.6,235.6,0.6845637583892616,0.5724206349206349,5.0,19.0,38.0,0.86,-2.0,189.0,,
10000090,2020-01-05 15:40:00.0000000 +01:00,0.4333333333333333,0.12075,232.6,237.0,0.6644295302013423,0.5595238095238095,5.0,19.0,39.0,0.85,-2.0,190.3,,
10000090,2020-01-05 15:50:00.0000000 +01:00,0.45,0.1394,236.8,237.4,0.6845637583892616,0.5739087301587301,5.0,19.0,40.0,0.88,-2.0,190.0,,
10000090,2020-01-05 16:00:00.0000000 +01:00,0.4666666666666666,0.1563,236.8,239.0,0.7248322147651007,0.6056547619047619,5.0,19.0,40.0,0.9,-2.0,188.8,,
10000090,2020-01-05 16:10:00.0000000 +01:00,0.45,0.14155,240.1,238.4,0.697986577181208,0.5833333333333334,5.0,19.0,39.0,0.89,-2.0,190.4,,
10000090,2020-01-05 16:20:00.0000000 +01:00,0.4916666666666667,0.17685,236.4,238.5,0.7449664429530201,0.6259920634920635,5.0,19.0,39.0,0.92,-2.0,190.3,,
10000090,2020-01-05 16:30:00.0000000 +01:00,0.5083333333333333,0.1844499999999999,236.4,237.0,0.7785234899328859,0.6547619047619048,5.0,19.0,39.0,0.92,-2.0,189.2,,
10000090,2020-01-05 16:40:00.0000000 +01:00,0.475,0.14135,236.4,234.1,0.7248322147651007,0.6086309523809523,5.0,19.0,38.0,0.88,-2.0,190.6,,
10000090,2020-01-05 16:50:00.0000000 +01:00,0.475,0.13595,230.3,226.3,0.7248322147651007,0.6101190476190477,5.0,19.0,37.0,0.88,-2.0,189.5,,
10000090,2020-01-05 17:00:00.0000000 +01:00,0.4583333333333333,0.1152,224.0,221.1,0.7046979865771812,0.589781746031746,4.0,19.0,36.0,0.84,-2.0,189.5,,
10000090,2020-01-05 17:10:00.0000000 +01:00,0.4416666666666666,0.1135999999999999,218.0,219.2,0.6711409395973155,0.564484126984127,4.0,19.0,35.0,0.84,-2.0,189.9,,
10000090,2020-01-05 17:20:00.0000000 +01:00,0.4833333333333333,0.16115,218.8,223.2,0.7382550335570469,0.6180555555555556,4.0,19.0,35.0,0.91,-2.0,189.0,,
10000090,2020-01-05 17:30:00.0000000 +01:00,0.5416666666666666,0.219,221.3,223.9,0.825503355704698,0.6919642857142857,5.0,19.0,35.0,0.94,-2.1,189.5,,
10000090,2020-01-05 17:40:00.0000000 +01:00,0.5666666666666667,0.2514,221.3,224.7,0.87248322147651,0.7311507936507936,5.0,19.0,35.0,0.96,-2.0,189.5,,
10000090,2020-01-05 17:50:00.0000000 +01:00,0.5666666666666667,0.25305,224.2,228.2,0.87248322147651,0.7321428571428571,5.0,19.0,36.0,0.96,-2.1,189.3,,
10000090,2020-01-05 18:00:00.0000000 +01:00,0.5916666666666667,0.27015,226.6,227.3,0.9127516778523488,0.7633928571428571,5.0,18.0,36.0,0.96,-2.1,188.8,,
