wt_sk,measured_at,wind_speed,power,nacelle_direction,wind_direction,rotor_speed,generator_speed,temp_environment,temp_hydraulic_oil,temp_gear_bearing,cosphi,blade_angle_avg,hydraulic_pressure,subtraction,categories_sk
1,2020-05-23 09:50:00.0000000 +01:00,0.4437168074072834,0.12019632973773477,272.41922516598385,269.9255451762596,0.6928185730383011,0.5907722091505351,17.73953932544172,28.801212142358935,39.16963143139605,0.8483221188982907,-2.276462893308216,189.6189609758928,,
1,2020-05-23 10:00:00.0000000 +01:00,0.44659704155613855,0.1251650019572447,259.11190188360365,266.8009326042331,0.7185276396056441,0.600855157707484,18.2348442946342,29.158432312699386,38.904519134979815,0.8460548144064368,-1.1950635040557716,190.26610449751377,,
1,2020-05-23 10:10:00.0000000 +01:00,0.43422114771075576,0.11096948200604892,256.9130929523113,258.6453308552464,0.6692857667098903,0.5629243584251475,18.313171915058206,28.787240462734506,38.72185435081842,0.8079450433731833,-1.9113099132366753,189.53827028937533,,
1,2020-05-23 10:20:00.0000000 +01:00,0.42085991806387635,0.09332656016275304,264.8370639767118,259.1665732701615,0.6758051017425942,0.5605386128149378,17.743771336617836,29.230996015107756,40.32615901668497,0.7786294809949097,-1.4367251061763633,190.0145144080782,,
1,2020-05-23 10:30:00.0000000 +01:00,0.470451127817482,0.17073189672110037,260.1694157323146,265.3819448025833,0.7453439677812135,0.6170622283525478,18.71260136120981,30.24346799779668,40.064648297206816,0.8835662754047443,-1.8722134067332332,190.3441828057318,,
1,2020-05-23 10:40:00.0000000 +01:00,0.5482329455863265,0.23321485658371258,267.4085364331427,265.673207909222,0.8405531232679452,0.6991658599672899,18.908024112050406,29.68123315309063,39.66729805364755,0.9456428798101036,-2.305115750120863,190.83488382416135,,
1,2020-05-23 10:50:00.0000000 +01:00,0.5297141413579236,0.19259924748402407,270.2203622835583,263.99543713275364,0.8259897695976465,0.6940179644318725,18.92911705512828,29.859171537000506,41.684084006711345,0.935695116570087,-2.0526489282009175,190.99101439828144,,
1,2020-05-23 11:00:00.0000000 +01:00,0.5745098807628464,0.2827744553134981,264.3553446359849,264.70546117730595,0.8907289749692636,0.7404150078584316,18.705060394547612,30.19390609045449,43.42854669891979,0.9652471531026923,-1.6119888678676235,189.61210968722347,,
1,2020-05-23 11:10:00.0000000 +01:00,0.5267682519488773,0.2149219665681585,273.17490037961284,269.62233937920564,0.8261945716015666,0.7068620157920873,19.193405485952212,29.811616540922785,44.3192839441656,0.9342381036651033,-1.1003318637923467,189.33085632901077,,
1,2020-05-23 11:20:00.0000000 +01:00,0.6451574390507759,0.37995115963737636,276.5357856133889,275.30964690730946,0.9660897175186527,0.808746599066371,18.91282778450792,30.219155432196782,44.59457804729057,0.9736164556753519,-1.5641030996174408,190.03179482727933,,
1,2020-05-23 11:30:00.0000000 +01:00,0.5661574334602516,0.2649948888340261,268.6755119606852,265.7366092252024,0.8796478672796991,0.7471748483398273,19.056240500170297,30.200752674335256,46.05599754403286,0.952885000064244,-1.9382832569773822,189.6260242577514,,
1,2020-05-23 11:40:00.0000000 +01:00,0.535469899349698,0.20388493874090033,257.18352394078676,254.0804215755062,0.8229261921807964,0.6896023588536268,18.73674440969718,29.801408389508783,46.95871230447528,0.9489661725863848,-1.8878772355601463,189.92440692884594,,
1,2020-05-23 11:50:00.0000000 +01:00,0.5389876510455481,0.22636286473963488,254.69693765578674,252.43814100329428,0.8496049258962766,0.6947178707503577,19.289716288931373,29.980440749714376,47.628194659586676,0.9475381347844501,-1.4144259481082997,190.06012125016403,,
1,2020-05-23 12:00:00.0000000 +01:00,0.5391318529870127,0.21749002010831908,259.259912774958,269.7025454871084,0.8161382634814313,0.7014406368378046,18.831121202116474,30.285216043043384,48.32631311445344,0.95278508587223,-2.300723071826785,190.01883635189736,,
1,2020-05-23 12:10:00.0000000 +01:00,0.585456016630024,0.2917255066907509,271.25827526172753,259.47677738533633,0.8846212565191366,0.7328413185062267,18.828102777072928,29.850672228984862,48.81641105725064,0.9657035174192926,-1.896171762268353,189.9380814419673,,
1,2020-05-23 12:20:00.0000000 +01:00,0.6493940035144409,0.38531495410304833,258.2602671571088,267.2185797194736,0.9495545061354232,0.7975130242602316,18.748231519725977,29.926873176010673,48.8527136385634,0.9787973013364836,-1.7552414881495624,190.21126385999028,,
1,2020-05-23 12:30:00.0000000 +01:00,0.6509872391841309,0.3904453527093296,272.6518970709165,283.0317317698965,0.9482176929513866,0.7840577839330011,17.704372649106276,29.820046197003048,50.17264473686602,0.9772977393582484,-2.418014136244779,190.1357809479696,,
1,2020-05-23 12:40:00.0000000 +01:00,0.538244074249494,0.21264825550910713,299.8912322416327,297.57937106632096,0.8716089808460389,0.7217179534719249,17.864134726344,29.8618211064696,50.7959764395261,0.9366604555290051,-2.095053858725485,189.8176234118041,,
1,2020-05-23 12:50:00.0000000 +01:00,0.4150563801627537,0.10910614656707898,298.73596143918115,294.1670274841454,0.7177021454249186,0.5941432641396202,19.203184124299447,30.159181466517772,51.03826015535501,0.8032621274635102,-1.042244034412249,190.6315531301037,,
1,2020-05-23 13:00:00.0000000 +01:00,0.48125716324319073,0.17860955014069865,299.6128600882589,299.9966789043642,0.7376675316865724,0.6254261062932202,18.935008950479244,29.861512617161523,50.6202813989154,0.8705040017522677,-1.55506337111435,190.55135623280987,,
1,2020-05-23 13:10:00.0000000 +01:00,0.7041279056224719,0.49033872353012786,293.1196415844904,295.6571887835129,0.9576781621608677,0.8157906871549365,18.054566849062393,30.243368448202535,50.62801302666327,0.9809921310410776,-1.2935380104650207,190.88326858583477,,
